

Software Version	3.03.14



Experiment File Path:	C:\Users\Public\Documents\Experiments\Tina\20190516_GAP_assay.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\Tina\GAP_sensor_assay_50uM_sensor.prt



Plate Number	Plate 1
Date	5/16/2019
Time	2:38:27 PM
Reader Type:	Synergy H1
Reader Serial Number:	1803011C
Reading Type	Reader

Procedure Details

Plate Type	Costar 96 well half area
Set Temperature	Setpoint 30°C
Start Kinetic	Runtime 1:23:00 (HH:MM:SS), Interval 0:00:05, 997 Reads
    Read	Fluorescence Endpoint
	A5..A8
	Filter Set 1
	    Excitation: 425,  Emission: 457
	    Optics: Bottom,  Gain: 55
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 7 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A					SPL1	SPL2	SPL3	SPL4					Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

425,457

Time	T° 425,457	A5	A6	A7	A8
0:08:40	30.0	12979	34714	6805	13511
0:08:45	30.0	12902	34831	6841	13541
0:08:50	30.0	12968	35005	6855	13658
0:08:55	30.0	12939	35348	6855	13591
0:09:00	30.0	12958	35490	6839	13585
0:09:05	30.0	12905	35677	6845	13828
0:09:10	30.0	13016	35834	6785	13860
0:09:15	30.0	12998	36119	6810	13971
0:09:20	30.0	12977	36109	6814	13976
0:09:25	29.9	12952	36436	6777	14068
0:09:30	30.0	13024	36809	6790	14033
0:09:35	30.0	12981	37002	6839	14185
0:09:40	30.1	12963	36945	6903	14218
0:09:45	30.0	13060	37111	6854	14242
0:09:50	30.0	13044	37543	6796	14307
0:09:55	30.0	13092	37352	6823	14463
0:10:00	30.0	12982	37743	6833	14432
0:10:05	30.0	13134	38182	6870	14507
0:10:10	30.0	13097	38052	6824	14538
0:10:15	30.0	13106	38504	6817	14675
0:10:20	30.0	13030	38430	6907	14686
0:10:25	30.1	13070	38814	6829	14733
0:10:30	30.0	13100	38894	6910	14824
0:10:35	30.0	13197	39011	6870	14984
0:10:40	30.0	13148	39415	6844	14974
0:10:45	30.0	13199	39259	6927	14998
0:10:50	30.0	13120	39758	6816	15114
0:10:55	30.0	13195	39793	6864	15135
0:11:00	30.0	13190	39961	6853	15210
0:11:05	30.1	13145	40272	6841	15245
0:11:10	30.0	13176	40279	6893	15366
0:11:15	30.0	13216	40574	6807	15416
0:11:20	30.0	13200	40781	6844	15469
0:11:25	30.0	13261	41059	6890	15489
0:11:30	30.0	13293	41032	6854	15476
0:11:35	30.0	13205	41324	6867	15720
0:11:40	30.0	13328	41275	6911	15823
0:11:45	30.0	13205	41800	6892	15771
0:11:50	30.1	13263	41832	6839	15858
0:11:55	30.0	13258	42055	6872	15839
0:12:00	30.0	13365	42129	6841	15961
0:12:05	30.0	13397	42734	6881	15997
0:12:10	30.0	13361	42530	6882	16124
0:12:15	30.0	13338	42764	6860	16175
0:12:20	30.0	13292	42618	6825	16190
0:12:25	30.0	13310	43378	6837	16352
0:12:30	30.0	13416	43013	6879	16423
0:12:35	30.0	13440	43120	6898	16461
0:12:40	30.0	13415	43476	6881	16467
0:12:45	30.0	13393	43370	6899	16471
0:12:50	30.0	13476	43680	6891	16532
0:12:55	30.0	13490	43724	6864	16582
0:13:00	30.0	13344	44121	6893	16712
0:13:05	30.0	13465	44187	6851	16860
0:13:10	30.0	13517	44401	6834	16810
0:13:15	30.0	13516	44424	6864	16972
0:13:20	30.0	13458	45095	6892	16998
0:13:25	30.0	13494	44865	6862	16978
0:13:30	30.0	13470	44813	6907	17061
0:13:35	30.0	13579	45136	6882	17154
0:13:40	30.0	13546	45556	6851	17202
0:13:45	30.0	13491	45456	6846	17297
0:13:50	30.0	13500	45377	6874	17328
0:13:55	30.0	13601	45460	6858	17355
0:14:00	30.0	13542	45812	6850	17471
0:14:05	30.0	13554	45813	6899	17526
0:14:10	30.0	13618	45878	6862	17561
0:14:15	30.0	13571	46168	6937	17700
0:14:20	30.0	13711	46312	6899	17668
0:14:25	30.0	13603	46548	6882	17751
0:14:30	30.0	13698	46567	6880	17741
0:14:35	30.0	13594	46329	6888	17893
0:14:40	29.9	13658	46787	6838	18020
0:14:45	30.0	13676	46969	6902	18026
0:14:50	30.0	13714	47163	6888	18062
0:14:55	30.0	13648	47589	6862	18121
0:15:00	30.0	13737	47426	6874	18166
0:15:05	30.0	13604	47198	6882	18116
0:15:10	30.0	13827	47245	6876	18414
0:15:15	30.0	13687	47571	6940	18290
0:15:20	30.0	13700	47583	6872	18453
0:15:25	30.0	13748	47703	6915	18537
0:15:30	30.0	13728	47836	6898	18544
0:15:35	30.0	13820	48166	6866	18538
0:15:40	30.0	13803	48048	6873	18672
0:15:45	30.0	13791	48279	6939	18666
0:15:50	30.0	13879	48375	6895	18655
0:15:55	30.0	13857	48104	6896	18819
0:16:00	30.0	13761	48783	6925	18852
0:16:05	30.0	13877	48639	6931	19150
0:16:10	30.0	13837	48819	6967	19096
0:16:15	30.0	13769	48998	6883	19081
0:16:20	30.0	13885	49125	6918	19034
0:16:25	30.0	13943	49083	6933	19374
0:16:30	30.0	13957	48918	6914	19133
0:16:35	30.0	13826	49272	6951	19330
0:16:40	30.0	13885	48935	6962	19552
0:16:45	30.0	13930	49459	6886	19606
0:16:50	30.0	13922	49371	6875	19561
0:16:55	30.0	13944	49763	6955	19501
0:17:00	29.9	13936	49349	6947	19828
0:17:05	30.0	13954	49519	6874	19735
0:17:10	30.0	14052	49640	7007	19812
0:17:15	30.0	14054	49466	6905	19901
0:17:20	30.0	14121	49789	6893	20023
0:17:25	30.0	13990	49907	6907	19952
0:17:30	30.0	14020	49914	6938	20079
0:17:35	30.0	14108	49948	6918	19970
0:17:40	30.0	14089	50115	6946	20262
0:17:45	30.0	14068	50191	6941	20249
0:17:50	30.0	14100	50294	6892	20257
0:17:55	30.1	14013	50511	6962	20172
0:18:00	30.0	14066	50608	6948	20218
0:18:05	30.1	14183	50240	6943	20448
0:18:10	30.0	14142	50307	6933	20589
0:18:15	30.0	14123	50446	6897	20654
0:18:20	30.0	14191	50688	6936	20736
0:18:25	30.0	14117	50399	6874	20739
0:18:30	30.0	14184	50752	6913	20789
0:18:35	30.0	14193	50495	6959	20868
0:18:40	30.0	14264	50702	6922	21080
0:18:45	30.0	14197	50827	6959	21136
0:18:50	30.0	14115	50886	6912	21107
0:18:55	30.0	14177	50640	6965	21077
0:19:00	30.0	14228	51245	6964	21290
0:19:05	30.0	14313	51195	6978	21196
0:19:10	30.0	14201	51117	6941	21374
0:19:15	30.0	14301	51014	6946	21457
0:19:20	30.0	14272	51581	6961	21488
0:19:25	30.0	14299	51448	6913	21575
0:19:30	30.0	14235	51301	6985	21623
0:19:35	30.0	14402	51604	6963	21505
0:19:40	30.0	14241	51511	6937	21612
0:19:45	30.0	14308	51316	6918	21749
0:19:50	30.0	14327	51571	6943	21778
0:19:55	30.0	14334	51584	6899	21895
0:20:00	30.0	14394	51543	6984	21872
0:20:05	30.0	14420	51284	6973	21954
0:20:10	30.0	14433	51615	6957	21991
0:20:15	30.0	14418	51910	6986	22043
0:20:20	30.0	14467	51511	7016	22229
0:20:25	30.0	14424	51508	7006	22181
0:20:30	30.0	14377	51830	6961	22174
0:20:35	30.0	14417	51475	7002	22278
0:20:40	30.0	14529	51668	6970	22308
0:20:45	30.0	14482	51892	6992	22432
0:20:50	30.0	14538	51705	6979	22418
0:20:55	30.0	14364	51587	6997	22662
0:21:00	30.0	14509	51675	6935	22456
0:21:05	30.0	14513	51827	6961	22730
0:21:10	30.0	14646	51944	7003	22607
0:21:15	30.0	14597	51873	6942	22714
0:21:20	30.0	14593	51575	6940	22859
0:21:25	30.0	14619	51526	7018	22962
0:21:30	30.0	14527	51684	6977	23124
0:21:35	30.0	14592	51920	6951	23054
0:21:40	30.0	14612	52045	7071	23085
0:21:45	30.0	14661	51763	6985	23091
0:21:50	30.0	14612	51622	7035	23381
0:21:55	30.0	14607	51904	7013	23484
0:22:00	30.0	14745	52151	7033	23442
0:22:05	30.0	14678	52114	7006	23381
0:22:10	30.1	14768	52104	7002	23395
0:22:15	30.0	14740	51906	7035	23579
0:22:20	30.0	14733	52065	7004	23548
0:22:25	30.0	14760	52069	7019	23612
0:22:30	30.0	14781	52079	6969	23771
0:22:35	30.0	14658	52100	7021	23775
0:22:40	30.0	14779	52090	7050	23844
0:22:45	30.0	14745	52370	7048	24036
0:22:50	30.0	14860	52188	7043	23998
0:22:55	30.1	14767	52360	7015	23983
0:23:00	30.1	14867	52176	6990	24107
0:23:05	30.0	14778	52234	7071	24179
0:23:10	30.0	14791	52192	7049	24264
0:23:15	30.0	14820	52122	7054	24177
0:23:20	30.0	14785	52285	7072	24329
0:23:25	30.0	14798	52100	6974	24289
0:23:30	30.0	14835	52116	7030	24412
0:23:35	30.0	14907	52219	7022	24399
0:23:40	30.0	14892	51991	6971	24489
0:23:45	30.0	14953	52308	6977	24712
0:23:50	30.0	14895	52089	7015	24599
0:23:55	30.0	14948	51878	7022	24909
0:24:00	30.0	14771	52505	7029	25003
0:24:05	30.0	14944	52374	7028	24774
0:24:10	30.0	14915	52146	7000	24988
0:24:15	30.0	15033	52387	7070	24939
0:24:20	30.0	14982	51857	7018	24897
0:24:25	30.0	14966	52270	7081	25137
0:24:30	30.0	14925	52204	7035	25230
0:24:35	30.0	15119	52419	7020	25169
0:24:40	30.0	15022	52342	7062	25176
0:24:45	30.0	15107	51785	7037	25205
0:24:50	30.0	15008	51988	7074	25359
0:24:55	30.0	15006	52260	7035	25371
0:25:00	30.0	15080	52170	7081	25436
0:25:05	30.0	15030	52194	7024	25516
0:25:10	30.0	15116	52245	7082	25465
0:25:15	30.0	15089	52170	7065	25734
0:25:20	30.0	15127	51980	7052	25682
0:25:25	30.0	15112	52103	7002	25863
0:25:30	30.0	15158	52235	7110	25946
0:25:35	30.0	15133	52070	7085	25978
0:25:40	30.0	15169	52024	7091	25931
0:25:45	30.0	15227	52279	7055	25919
0:25:50	30.0	15116	52282	7022	25956
0:25:55	30.0	15240	52361	7076	26086
0:26:00	30.0	15109	52247	7091	26137
0:26:05	30.0	15245	52192	7049	26277
0:26:10	30.0	15168	52330	7026	26421
0:26:15	30.0	15139	52367	7067	26352
0:26:20	30.0	15173	52069	7009	26669
0:26:25	30.0	15285	52303	7075	26483
0:26:30	30.1	15267	52198	7065	26490
0:26:35	30.0	15284	52283	7056	26630
0:26:40	30.0	15265	52509	7078	26574
0:26:45	30.0	15285	52462	7032	26745
0:26:50	30.0	15284	52411	7049	26620
0:26:55	30.0	15282	52085	7045	26735
0:27:00	30.0	15340	52389	7055	26875
0:27:05	30.0	15358	52183	7075	27012
0:27:10	30.0	15387	52303	7121	27073
0:27:15	30.0	15412	51858	7058	26826
0:27:20	30.1	15481	52433	7107	27098
0:27:25	30.0	15451	52700	7091	27356
0:27:30	30.0	15467	51805	7043	27214
0:27:35	30.0	15379	52402	7057	27185
0:27:40	30.0	15484	52120	7074	27404
0:27:45	30.0	15417	52361	7068	27596
0:27:50	30.0	15496	52226	7054	27636
0:27:55	30.0	15394	52080	7084	27635
0:28:00	30.0	15562	51943	7035	27728
0:28:05	30.0	15416	52370	7119	27760
0:28:10	30.0	15508	51986	7096	27821
0:28:15	30.1	15471	52090	7061	27679
0:28:20	30.0	15550	52398	7109	27856
0:28:25	30.0	15672	52230	7100	27786
0:28:30	30.0	15585	52197	7138	28067
0:28:35	30.0	15571	52305	7088	28131
0:28:40	30.0	15586	52338	7137	28057
0:28:45	30.0	15693	52396	7079	28258
0:28:50	30.0	15549	52344	7129	28011
0:28:55	30.0	15608	51973	7084	28192
0:29:00	30.0	15570	52159	7063	28324
0:29:05	30.0	15637	52071	7100	28353
0:29:10	30.0	15691	51954	7094	28310
0:29:15	30.0	15535	52420	7121	28601
0:29:20	30.0	15613	52112	7090	28625
0:29:25	30.0	15693	52141	7115	28688
0:29:30	30.0	15752	52577	7132	28600
0:29:35	30.0	15667	51881	7131	28594
0:29:40	30.0	15719	52131	7181	28703
0:29:45	30.0	15740	51994	7165	28798
0:29:50	30.0	15758	52127	7112	28894
0:29:55	30.0	15681	52225	7105	28965
0:30:00	30.0	15786	52264	7086	29043
0:30:05	30.0	15786	52046	7120	29003
0:30:10	30.0	15790	52525	7128	28985
0:30:15	30.0	15742	51890	7112	29038
0:30:20	30.0	15762	52240	7132	29194
0:30:25	30.0	15758	52176	7092	29114
0:30:30	30.0	15821	51924	7134	29137
0:30:35	30.0	15946	52119	7094	28966
0:30:40	30.0	15865	52089	7139	29583
0:30:45	30.0	15884	51905	7079	29485
0:30:50	30.0	15815	51939	7119	29472
0:30:55	30.0	15867	52437	7140	29590
0:31:00	30.0	15863	52112	7123	29775
0:31:05	30.0	15917	52406	7104	29765
0:31:10	30.0	15912	52415	7165	29690
0:31:15	30.0	15995	51983	7135	29784
0:31:20	30.0	16031	52342	7106	29718
0:31:25	30.0	16094	51886	7132	30158
0:31:30	30.0	15980	52453	7136	30083
0:31:35	30.0	15970	51905	7169	30012
0:31:40	30.0	16037	51843	7144	30108
0:31:45	30.0	16018	52351	7086	30007
0:31:50	30.0	16020	52080	7152	30275
0:31:55	30.0	16071	52162	7160	30183
0:32:00	30.0	16034	51786	7164	30212
0:32:05	30.0	16015	51850	7203	30141
0:32:10	30.0	16080	52035	7130	30543
0:32:15	30.0	16094	52118	7202	30360
0:32:20	30.0	16056	51830	7204	30528
0:32:25	30.0	16184	52080	7129	30482
0:32:30	30.0	16089	52009	7153	30603
0:32:35	29.9	16103	52019	7140	30744
0:32:40	30.0	15998	52225	7164	30876
0:32:45	30.1	15999	51946	7164	30682
0:32:50	30.1	16220	52167	7169	30717
0:32:55	30.0	16202	52031	7183	30932
0:33:00	30.0	16184	52082	7114	31024
0:33:05	30.0	16264	52109	7156	31086
0:33:10	30.0	16328	52065	7179	30897
0:33:15	30.0	16282	52014	7171	31048
0:33:20	30.0	16202	52384	7164	31205
0:33:25	30.0	16218	52156	7203	31112
0:33:30	30.0	16317	52079	7121	31181
0:33:35	30.0	16246	52038	7152	31407
0:33:40	30.0	16223	51863	7186	31421
0:33:45	30.0	16236	51902	7194	31368
0:33:50	30.0	16313	51912	7207	31678
0:33:55	30.0	16221	52113	7174	31516
0:34:00	30.0	16370	52123	7174	31555
0:34:05	30.0	16422	51968	7192	31741
0:34:10	30.0	16380	52090	7160	31615
0:34:15	30.0	16397	51687	7156	31687
0:34:20	30.0	16331	51736	7166	31661
0:34:25	30.0	16408	52051	7192	31841
0:34:30	30.0	16397	52118	7166	31708
0:34:35	30.0	16333	51901	7214	32068
0:34:40	30.0	16430	51802	7165	32197
0:34:45	30.0	16445	52030	7219	31885
0:34:50	30.0	16441	51739	7201	32257
0:34:55	30.0	16351	52044	7144	32226
0:35:00	30.0	16541	51991	7245	32244
0:35:05	30.0	16486	52101	7195	31971
0:35:10	30.0	16565	52217	7165	32277
0:35:15	30.0	16627	51731	7231	32403
0:35:20	30.0	16392	51912	7166	32354
0:35:25	30.0	16499	51710	7106	32666
0:35:30	30.0	16535	52100	7200	32682
0:35:35	30.0	16622	52114	7252	32641
0:35:40	30.0	16615	52148	7231	32674
0:35:45	30.0	16596	51830	7200	32716
0:35:50	30.0	16545	52074	7214	32659
0:35:55	30.0	16475	51767	7210	32674
0:36:00	30.0	16564	51866	7230	32852
0:36:05	30.0	16466	51923	7200	32834
0:36:10	30.0	16719	52012	7238	33023
0:36:15	30.0	16697	51642	7194	32834
0:36:20	30.0	16686	51765	7200	33099
0:36:25	30.0	16607	52126	7193	33196
0:36:30	30.0	16645	51491	7217	32924
0:36:35	30.0	16639	52072	7219	33193
0:36:40	30.0	16720	51952	7179	33318
0:36:45	30.0	16703	51865	7203	33330
0:36:50	30.0	16713	51374	7249	33253
0:36:55	30.0	16780	51765	7240	33509
0:37:00	30.0	16784	51695	7230	33573
0:37:05	30.0	16727	51457	7204	33461
0:37:10	30.0	16775	51585	7218	33374
0:37:15	30.0	16832	51746	7222	33703
0:37:20	30.0	16820	52129	7238	33708
0:37:25	30.0	16825	52035	7234	33500
0:37:30	30.0	16731	51688	7264	33886
0:37:35	30.0	16683	51936	7177	33809
0:37:40	30.0	16867	51916	7247	33731
0:37:45	30.0	16822	51599	7256	33773
0:37:50	30.1	16879	51783	7264	33826
0:37:55	30.0	16924	52064	7245	33958
0:38:00	30.0	16982	51625	7247	34076
0:38:05	30.0	16846	52085	7242	34215
0:38:10	30.0	16908	51902	7271	34314
0:38:15	30.0	16894	51761	7257	34215
0:38:20	30.0	16934	52034	7284	34251
0:38:25	30.0	17062	51846	7234	34481
0:38:30	30.0	17024	52028	7241	34340
0:38:35	30.0	16975	51766	7249	34228
0:38:40	30.0	16964	51849	7210	34236
0:38:45	30.0	16996	51643	7235	34263
0:38:50	30.0	16973	51974	7283	34585
0:38:55	30.0	17036	51840	7302	34355
0:39:00	30.0	16993	51677	7264	34579
0:39:05	30.0	17104	52131	7251	34664
0:39:10	30.0	17113	51841	7269	34708
0:39:15	30.0	17056	51828	7296	34506
0:39:20	30.0	17071	51876	7266	34540
0:39:25	30.0	17090	51894	7241	34661
0:39:30	30.0	17093	51823	7269	34788
0:39:35	30.0	17137	51646	7272	34979
0:39:40	30.0	17156	51472	7249	34953
0:39:45	30.0	17131	51902	7245	35031
0:39:50	30.0	17273	51673	7224	35034
0:39:55	30.0	17160	51552	7299	35254
0:40:00	30.0	17195	51910	7289	35115
0:40:05	30.1	17170	51857	7220	35179
0:40:10	30.0	17252	51903	7287	35278
0:40:15	30.0	17188	51947	7283	35129
0:40:20	30.0	17258	51882	7304	35480
0:40:25	30.0	17314	51635	7297	35443
0:40:30	30.0	17206	51570	7218	35457
0:40:35	30.0	17204	51968	7270	35354
0:40:40	30.0	17226	51568	7269	35559
0:40:45	30.0	17336	51962	7272	35708
0:40:50	30.0	17269	51730	7284	35587
0:40:55	30.0	17133	51880	7329	35709
0:41:00	30.0	17336	51874	7264	35684
0:41:05	30.0	17443	51417	7285	35587
0:41:10	30.0	17122	51719	7294	35740
0:41:15	30.0	17347	52120	7311	35884
0:41:20	30.0	17196	51429	7283	35820
0:41:25	30.0	17333	51986	7258	35993
0:41:30	30.0	17379	51794	7310	35957
0:41:35	30.0	17371	51751	7312	36047
0:41:40	30.0	17373	51867	7342	36067
0:41:45	30.0	17308	51789	7330	35958
0:41:50	30.0	17324	51760	7335	36125
0:41:55	30.0	17345	51721	7304	36109
0:42:00	30.0	17464	51924	7317	36270
0:42:05	30.0	17495	51924	7318	36238
0:42:10	30.0	17384	51738	7266	36156
0:42:15	30.0	17432	51924	7343	36282
0:42:20	30.0	17393	51692	7294	36494
0:42:25	30.0	17413	51799	7361	36394
0:42:30	30.0	17560	51728	7337	36755
0:42:35	30.0	17443	51460	7341	36450
0:42:40	30.0	17566	51889	7334	36408
0:42:45	30.0	17509	51704	7328	36615
0:42:50	30.0	17438	51608	7344	36806
0:42:55	30.0	17431	51536	7361	36724
0:43:00	30.1	17527	51574	7351	36789
0:43:05	30.1	17530	51660	7313	36940
0:43:10	30.0	17628	51733	7336	36839
0:43:15	30.0	17537	51352	7299	36683
0:43:20	30.0	17669	51668	7348	36831
0:43:25	30.0	17687	51398	7359	36767
0:43:30	30.0	17633	51642	7335	37188
0:43:35	30.0	17604	51703	7388	37090
0:43:40	30.0	17612	51413	7308	36982
0:43:45	30.0	17769	51724	7330	37215
0:43:50	30.0	17654	51705	7393	37111
0:43:55	30.0	17781	51508	7343	37082
0:44:00	30.0	17758	51405	7385	37220
0:44:05	30.0	17643	51123	7378	37381
0:44:10	30.0	17706	51651	7339	37484
0:44:15	30.0	17773	51171	7390	37270
0:44:20	30.0	17648	51517	7336	37447
0:44:25	30.0	17838	51360	7351	37455
0:44:30	30.0	17768	51915	7332	37403
0:44:35	30.0	17751	51481	7361	37662
0:44:40	30.0	17921	51223	7359	37569
0:44:45	30.0	17758	51766	7368	37610
0:44:50	30.0	17879	51440	7319	37747
0:44:55	30.0	17818	51926	7359	37613
0:45:00	30.0	17882	51732	7397	37628
0:45:05	30.0	17836	51269	7406	37792
0:45:10	30.0	17885	51278	7363	37765
0:45:15	30.0	17835	51730	7321	37781
0:45:20	30.0	17850	51775	7406	38021
0:45:25	30.0	17906	51465	7360	38265
0:45:30	30.0	18003	51533	7375	38125
0:45:35	30.0	17967	51516	7353	37962
0:45:40	30.0	17977	51402	7395	38097
0:45:45	30.0	17915	51487	7417	38011
0:45:50	30.0	17936	51288	7447	37931
0:45:55	30.0	18062	51341	7380	38287
0:46:00	30.0	17966	51425	7370	38194
0:46:05	30.0	17893	51363	7362	38113
0:46:10	30.0	17950	51227	7336	38152
0:46:15	30.0	18068	51592	7374	38523
0:46:20	30.0	18016	51244	7410	38462
0:46:25	30.1	17990	51281	7448	38053
0:46:30	30.0	18032	51354	7377	38451
0:46:35	30.0	18095	51291	7419	38843
0:46:40	30.0	18028	51825	7353	38544
0:46:45	30.0	18004	51418	7423	38698
0:46:50	30.0	18118	51610	7418	38850
0:46:55	30.0	18188	51565	7363	38526
0:47:00	30.0	18146	51444	7433	38747
0:47:05	30.0	18175	52096	7381	38706
0:47:10	30.0	18114	51483	7379	38880
0:47:15	30.0	18223	51338	7440	38678
0:47:20	30.0	18093	51466	7420	38761
0:47:25	30.0	18224	51822	7397	38973
0:47:30	30.0	18092	51753	7382	38957
0:47:35	30.0	18187	51329	7407	38802
0:47:40	30.0	18238	51770	7440	38822
0:47:45	30.0	18112	51352	7421	39199
0:47:50	30.0	18193	51506	7359	39019
0:47:55	30.0	18242	51374	7421	38977
0:48:00	30.0	18321	51502	7426	38976
0:48:05	30.0	18306	51403	7424	39056
0:48:10	30.0	18234	51127	7438	39106
0:48:15	30.0	18274	51216	7389	39039
0:48:20	30.0	18364	51335	7386	39263
0:48:25	30.0	18216	51375	7423	39197
0:48:30	30.0	18265	51402	7419	39360
0:48:35	30.0	18311	51750	7408	39102
0:48:40	30.0	18379	51726	7440	39436
0:48:45	30.0	18407	51397	7424	39412
