

Software Version	3.03.14



Experiment File Path:	C:\Users\Public\Documents\Experiments\Tina\20190524_GAP_assay.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\Tina\GAP_sensor_assay.prt



Plate Number	Plate 1
Date	5/24/2019
Time	4:57:19 PM
Reader Type:	Synergy H1
Reader Serial Number:	1803011C
Reading Type	Reader

Procedure Details

Plate Type	Costar 96 well half area
Set Temperature	Setpoint 30°C
Start Kinetic	Runtime 1:20:00 (HH:MM:SS), Interval 0:00:05, 961 Reads
    Read	Fluorescence Endpoint
	A1..A2
	Filter Set 1
	    Excitation: 425,  Emission: 457
	    Optics: Bottom,  Gain: 57
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 7 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A	SPL1	SPL2											Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

425,457

Time	T° 425,457	A1	A2
1:07:25	30.0	9878	28637
1:07:30	30.0	9796	28551
1:07:35	30.0	9825	28558
1:07:40	30.0	9738	28607
1:07:45	30.0	9862	28701
1:07:50	30.0	9842	28849
1:07:55	30.0	9834	28531
1:08:00	30.0	9763	28596
1:08:05	30.0	9775	28665
1:08:10	30.0	9944	28653
1:08:15	30.0	9788	28466
1:08:20	30.0	9837	28695
1:08:25	30.0	9838	28460
1:08:30	30.0	9821	28790
1:08:35	30.0	9859	28546
1:08:40	30.0	9847	28615
1:08:45	30.0	9868	28709
1:08:50	30.0	9821	28769
1:08:55	30.0	9854	28614
1:09:00	30.0	9906	28647
1:09:05	30.0	9845	28629
1:09:10	30.0	9854	28955
1:09:15	30.0	9881	28532
1:09:20	30.0	9866	28719
1:09:25	30.0	9955	28591
1:09:30	30.0	9908	28562
1:09:35	30.0	9942	28607
1:09:40	30.0	9951	28903
1:09:45	30.0	9876	28549
1:09:50	30.0	9865	28537
1:09:55	30.0	9903	28683
1:10:00	30.0	9848	28589
1:10:05	30.0	9831	28678
1:10:10	30.0	9974	28637
1:10:15	30.0	9915	28892
1:10:20	30.0	9930	28556
1:10:25	30.0	9956	28532
1:10:30	30.0	9838	28695
1:10:35	30.0	9903	28509
1:10:40	30.0	9939	28588
1:10:45	30.0	9897	28700
1:10:50	30.0	9969	28622
1:10:55	30.0	9932	28726
1:11:00	30.0	9894	28706
1:11:05	30.0	9866	28599
1:11:10	30.0	9936	28700
1:11:15	30.0	9947	28463
1:11:20	30.0	10042	28579
1:11:25	30.0	9911	28492
1:11:30	30.0	9908	28679
1:11:35	30.0	9944	28724
1:11:40	30.0	9906	28723
1:11:45	30.0	10003	28556
1:11:50	30.0	9989	28477
1:11:55	30.0	9957	28599
1:12:00	30.0	9918	28551
1:12:05	30.0	10022	28481
1:12:10	30.0	9976	28761
1:12:15	30.0	9941	28778
1:12:20	30.0	9988	28663
1:12:25	30.0	10012	28584
1:12:30	30.0	10025	28527
1:12:35	30.0	9990	28603
1:12:40	30.0	9993	28440
1:12:45	30.0	10092	28664
1:12:50	30.0	10008	28585
1:12:55	30.0	10038	28722
1:13:00	30.0	10028	28677
1:13:05	30.0	10090	28547
1:13:10	30.0	10052	28648
1:13:15	30.0	10003	28892
1:13:20	30.0	10033	28701
1:13:25	30.0	10035	28521
1:13:30	30.0	10026	28667
1:13:35	30.0	10068	28641
1:13:40	30.0	10037	28613
1:13:45	30.0	10072	28623
1:13:50	30.0	10108	28720
1:13:55	30.0	10094	28532
1:14:00	30.0	10076	28462
1:14:05	30.0	10094	28720
1:14:10	30.0	10112	28598
1:14:15	30.0	9988	28518
1:14:20	30.0	10077	28367
1:14:25	30.0	10055	28465
1:14:30	30.0	10037	28578
1:14:35	30.0	10131	28585
1:14:40	30.0	10152	28536
1:14:45	30.0	10079	28734
1:14:50	30.0	10051	28613
1:14:55	30.0	10098	28887
1:15:00	30.0	10123	28540
1:15:05	30.0	10170	28656
1:15:10	30.0	10071	28554
1:15:15	30.0	10152	28509
1:15:20	30.0	10098	28618
1:15:25	30.0	10032	28617
1:15:30	30.0	10082	28443
1:15:35	30.0	10081	28657
1:15:40	30.0	10190	28735
1:15:45	30.0	10122	28572
1:15:50	30.0	10122	28542
1:15:55	30.0	10198	28520
1:16:00	30.0	10148	28605
1:16:05	30.0	10170	28590
1:16:10	30.0	10120	28664
1:16:15	30.0	10164	28564
1:16:20	30.0	10152	28777
1:16:25	30.0	10113	28688
1:16:30	30.0	10227	28572
1:16:35	30.0	10146	28598
1:16:40	30.0	10086	28749
1:16:45	30.0	10125	28530
1:16:50	30.0	10180	28497
1:16:55	30.0	10111	28512
1:17:00	30.0	10141	28767
1:17:05	30.0	10254	28584
1:17:10	30.0	10209	28612
1:17:15	30.0	10239	28647
1:17:20	30.0	10185	28529
1:17:25	30.0	10209	28628
1:17:30	30.0	10136	28578
1:17:35	30.0	10097	28568
1:17:40	30.0	10222	28785
1:17:45	30.0	10169	28477
1:17:50	30.0	10169	28603
1:17:55	30.0	10286	28575
1:18:00	30.0	10253	28678
1:18:05	30.0	10231	28625
1:18:10	30.0	10182	28550
1:18:15	30.0	10224	28525
1:18:20	30.0	10211	28579
1:18:25	30.0	10220	28557
1:18:30	30.0	10242	28734
1:18:35	30.0	10296	28427
1:18:40	30.0	10243	28514
1:18:45	30.0	10262	28532
1:18:50	30.0	10254	28500
1:18:55	30.0	10250	28618
1:19:00	30.0	10259	28683
1:19:05	30.0	10266	28665
1:19:10	30.0	10197	28715
1:19:15	30.0	10267	28687
1:19:20	30.0	10262	28577
1:19:25	30.0	10311	28549
1:19:30	30.0	10268	28493
1:19:35	30.0	10287	28599
1:19:40	30.0	10282	28412
1:19:45	30.0	10315	28552
1:19:50	30.0	10309	28608
1:19:55	30.0	10269	28647
1:20:00	30.0	10284	28573

Results
	1	2	3	4	5	6	7	8	9	10	11	12
A	-2064000.000	6384000.000											Max V [425,457]
	1.000	1.000											R-Squared [425,457]
	0:48:13	0:45:23											t at Max V [425,457]
	0:49:07	0:41:59											Lagtime [425,457]
B													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
C													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
D													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
E													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
F													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
G													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
H													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]

