

Software Version	3.03.14

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 1:00:00 (HH:MM:SS), Interval 0:00:04, 901 Reads
    Read	Fluorescence Endpoint
	A2..A8
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A		SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7					Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	A2	A3	A4	A5	A6	A7	A8
0:00:00	30.0	14570	15126	15699	16313	16352	16605	16915
0:00:04	30.0	14563	15191	15674	16149	16281	16529	17086
0:00:08	30.0	14734	15065	15622	16257	16285	16835	16829
0:00:12	30.0	14758	15218	15607	16165	16339	16443	17088
0:00:16	30.0	14846	15147	15546	16282	15886	16640	17064
0:00:20	30.0	14634	15256	15665	16084	16243	16292	17051
0:00:24	30.1	14717	15071	15654	16176	16274	16311	17119
0:00:28	30.0	14708	15155	15497	16162	16426	16307	17379
0:00:32	30.0	14777	15076	15431	16150	16034	16260	17070
0:00:36	30.0	14711	15189	15761	16328	16246	16345	17146
0:00:40	30.0	14884	15137	15535	16119	15989	16062	17253
0:00:44	30.0	14818	14981	15352	16156	15957	16158	17204
0:00:48	30.0	14772	15141	15472	15872	16054	16137	16937
0:00:52	30.0	14616	15097	15542	16040	16035	16183	17101
0:00:56	30.0	14762	14945	15562	15870	16160	16203	17187
0:01:00	30.0	14620	15042	15422	15945	15899	16083	17064
0:01:04	30.0	14669	14931	15248	15957	15991	16038	17261
0:01:08	30.0	14640	14888	15330	15915	15906	15958	17045
0:01:12	30.0	14519	14876	15340	15647	15849	16004	17068
0:01:16	30.0	14666	15032	15329	15832	15842	15782	17224
0:01:20	30.0	14516	15029	15262	15677	15863	15878	17190
0:01:24	30.0	14660	14938	15148	15754	15763	15652	17034
0:01:28	30.0	14579	14838	15396	15721	15655	15795	17339
0:01:32	30.0	14710	14735	15264	15719	15628	15862	16959
0:01:36	30.0	14550	14794	15315	15607	15689	15666	17115
0:01:40	30.0	14513	14938	15166	15628	15740	15645	17117
0:01:44	30.0	14457	14825	15105	15400	15715	15379	17278
0:01:48	30.0	14488	14805	14996	15562	15789	15655	17114
0:01:52	30.0	14407	14789	15022	15749	15417	15638	16900
0:01:56	30.0	14577	14824	15263	15447	15612	15526	17037
0:02:00	30.0	14476	14808	14950	15507	15330	15369	16991
0:02:04	30.0	14533	14883	15036	15345	15485	15407	17134
0:02:08	30.0	14514	14580	15017	15330	15449	15186	17068
0:02:12	30.0	14472	14895	14923	15412	15462	15370	17173
0:02:16	30.0	14471	14683	15025	15347	15757	15406	17030
0:02:20	30.0	14403	14568	15024	15589	15550	15318	17198
0:02:24	30.0	14374	14604	14845	15505	15404	15200	17067
0:02:28	30.0	14578	14535	15059	15438	15387	15144	17121
0:02:32	30.0	14437	14756	14875	15297	15302	15175	16987
0:02:36	30.0	14540	14551	14789	15206	15149	15142	17076
0:02:40	30.0	14295	14583	14867	15283	15309	15208	16942
0:02:44	30.0	14639	14572	14570	15117	15249	15148	17033
0:02:48	30.0	14424	14551	14902	15290	15209	15137	17073
0:02:52	30.0	14423	14543	14886	15118	15188	14943	16914
0:02:56	30.0	14231	14407	14659	15044	15215	15020	17096
0:03:00	30.0	14321	14553	14662	15055	15168	15075	17240
0:03:04	30.0	14395	14343	14669	15162	15099	14794	17119
0:03:08	30.0	14193	14504	14727	14996	14950	14784	17176
0:03:12	30.0	14155	14597	14715	14985	15122	14916	16901
0:03:16	30.0	14301	14391	14693	14986	15107	14935	17125
0:03:20	30.0	14209	14397	14631	15164	14938	14813	17157
0:03:24	30.0	14247	14461	14642	14772	14927	14947	16903
0:03:28	30.0	14251	14276	14790	14960	14863	14799	17001
0:03:32	30.0	14053	14404	14739	14803	14863	14598	16929
0:03:36	30.0	14185	14497	14593	14715	14799	14543	16960
0:03:40	30.0	14337	14494	14452	14850	14783	14553	17099
0:03:44	30.0	14415	14255	14475	14802	14860	14541	16822
0:03:48	30.0	14139	14255	14550	14681	14810	14361	17044
0:03:52	30.0	14112	14368	14612	14711	14760	14485	16987
0:03:56	30.0	13990	14148	14425	14617	14812	14661	17175
0:04:00	30.0	14060	14251	14477	14820	14697	14415	16916
0:04:04	30.0	14214	14233	14550	14582	14637	14573	17016
0:04:08	30.0	14031	14204	14608	14720	14770	14471	17041
0:04:12	30.0	14151	14214	14418	14691	14759	14491	17033
0:04:16	30.0	14008	14264	14268	14713	14826	14259	16967
0:04:20	30.0	14126	14174	14413	14688	14637	14348	16956
0:04:24	30.0	14073	14105	14189	14651	14693	14346	16827
0:04:28	30.0	14073	14096	14470	14508	14530	14239	16957
0:04:32	30.0	13967	14013	14160	14570	14628	14379	16843
0:04:36	30.0	13930	14199	14283	14522	14456	14255	16760
0:04:40	30.0	13895	14227	14221	14406	14522	14269	16839
0:04:44	30.0	14107	13991	14131	14598	14481	13983	16953
0:04:48	30.0	13982	14063	14173	14595	14446	14105	16950
0:04:52	30.0	14045	13878	14148	14586	14408	14146	16907
0:04:56	30.0	13896	14008	13977	14404	14406	14089	16955
0:05:00	30.0	13972	14003	13956	14299	14614	13915	16979
0:05:04	30.0	13890	14052	14357	14239	14303	14122	16858
0:05:08	30.0	13848	13965	14026	14426	14166	13970	16984
0:05:12	30.0	13859	14069	14042	14491	14247	14130	16997
0:05:16	30.0	13813	13876	14113	14263	14422	13973	16781
0:05:20	30.0	13852	13905	14213	14214	14221	13944	16919
0:05:24	30.0	13774	14006	14153	14243	14258	13986	16833
0:05:28	30.0	13752	13898	13933	14224	14190	13952	16918
0:05:32	30.0	14014	13870	13951	14293	14184	13847	16730
0:05:36	30.0	13759	13914	13958	14144	14477	13931	16832
0:05:40	30.0	13852	13794	13866	14219	14191	13986	16743
0:05:44	30.0	13733	13998	13943	14026	14307	13895	17002
0:05:48	30.0	13671	13994	13880	14140	14347	13702	16977
0:05:52	30.0	13717	13811	13930	14053	14091	13804	16800
0:05:56	30.0	13719	13732	13884	14080	13994	13814	16877
0:06:00	30.0	13720	13918	13842	14301	14155	13690	16755
0:06:04	30.0	13706	13942	13770	14256	14011	13765	16766
0:06:08	30.0	13842	13734	13845	13843	13986	13701	16864
0:06:12	30.0	13635	13692	13700	13964	14112	13768	17021
0:06:16	30.0	13734	13696	13677	13900	14067	13713	16719
0:06:20	30.0	13616	13739	13821	13988	13894	13703	16771
0:06:24	30.0	13710	13635	13718	13844	13896	13652	16820
0:06:28	30.0	13559	13588	13738	13997	14083	13667	16854
0:06:32	30.0	13593	13643	13614	13933	13848	13505	16789
0:06:36	30.0	13531	13728	13762	13909	13979	13645	16796
0:06:40	30.0	13491	13572	13609	13909	13862	13741	16657
0:06:44	30.0	13711	13573	13718	13872	13880	13560	16838
0:06:48	30.0	13556	13565	13681	13867	13973	13502	16919
0:06:52	30.0	13555	13564	13606	13711	13952	13361	16721
0:06:56	30.0	13661	13434	13696	13837	13849	13469	16698
0:07:00	30.0	13436	13381	13726	13791	13754	13476	16838
0:07:04	30.0	13587	13474	13583	13833	13788	13480	16733
0:07:08	30.0	13477	13677	13673	13723	13776	13472	16900
0:07:12	30.0	13644	13480	13487	13760	13665	13428	16819
0:07:16	30.0	13499	13485	13537	13751	13734	13326	16793
0:07:20	30.0	13587	13730	13573	13657	13761	13420	16799
0:07:24	30.0	13406	13375	13505	13663	13710	13508	16833
0:07:28	30.0	13596	13524	13607	13841	13650	13276	16721
0:07:32	30.0	13535	13480	13468	13601	13606	13410	16601
0:07:36	30.0	13455	13497	13223	13613	13649	13144	16736
0:07:40	30.0	13368	13605	13500	13668	13666	13263	16614
0:07:44	30.0	13522	13366	13537	13652	13703	13378	16653
0:07:48	30.0	13262	13289	13399	13511	13679	13275	16761
0:07:52	30.0	13556	13422	13320	13527	13564	13144	16846
0:07:56	30.0	13427	13327	13249	13563	13501	13150	16615
0:08:00	30.0	13523	13474	13227	13534	13436	13217	16735
0:08:04	30.0	13280	13217	13202	13571	13571	13175	16702
0:08:08	30.0	13404	13547	13383	13380	13520	13261	16541
0:08:12	30.0	13398	13374	13220	13478	13413	13020	16696
0:08:16	30.0	13535	13297	13371	13496	13464	13211	16811
0:08:20	30.0	13341	13452	13398	13446	13518	13160	16585
0:08:24	30.0	13405	13331	13400	13438	13402	13040	16699
0:08:28	30.0	13311	13314	13292	13376	13500	12911	16864
0:08:32	30.0	13380	13193	13224	13348	13460	13065	16726
0:08:36	30.0	13332	13197	13145	13597	13234	13105	16621
0:08:40	30.0	13288	13307	13107	13465	13319	13160	17009
0:08:44	30.0	13463	13392	13137	13384	13403	13015	16672
0:08:48	30.0	13313	13357	13187	13472	13448	12875	16723
0:08:52	30.0	13413	13321	13083	13327	13287	12988	16868
0:08:56	30.0	13159	13109	13297	13136	13309	12961	16718
0:09:00	30.0	13351	13308	13151	13273	13163	12777	16523
0:09:04	30.0	13239	13172	13362	13263	13176	13068	16632
0:09:08	30.0	13095	13216	13179	13154	13215	12966	16578
0:09:12	30.0	13234	13156	13203	13236	13293	12882	16499
0:09:16	30.0	13415	13139	13035	13280	13098	12965	16570
0:09:20	30.0	13157	13162	13100	13285	13212	12912	16650
0:09:24	30.0	13131	13275	12988	13333	13071	12831	16630
0:09:28	30.0	13030	13080	12902	13146	13212	12783	16588
0:09:32	30.0	13058	13090	13050	13353	13216	12800	16596
0:09:36	30.0	13175	13129	12881	13365	13253	12694	16695
0:09:40	30.0	13106	13205	13068	13093	13079	12925	16581
0:09:44	30.0	13031	13163	13126	13197	12994	12827	16580
0:09:48	30.0	13147	13064	12970	13051	13102	12823	16485
0:09:52	30.0	13227	13027	12871	13130	13122	12751	16488
0:09:56	30.0	13056	13092	13043	13125	13221	12968	16496
0:10:00	30.0	13174	13143	13079	13002	13049	12674	16519
0:10:04	30.0	13090	13168	12940	13064	13129	12621	16516
0:10:08	30.0	13177	13139	12904	13097	13066	12709	16883
0:10:12	30.0	13095	12970	12933	13151	12938	12805	16608
0:10:16	30.0	13145	13024	12968	13006	12992	12616	16635
0:10:20	30.0	13003	13016	12958	13101	12951	12814	16539
0:10:24	30.0	13046	12867	13050	12977	12973	12723	16455
0:10:28	30.0	13013	13042	12945	13149	12957	12609	16634
0:10:32	30.0	12981	12854	12913	13033	12977	12660	16746
0:10:36	30.0	13323	12970	12948	12879	12918	12782	16532
0:10:40	30.0	13080	12926	12925	13014	13152	12668	16625
0:10:44	30.0	13052	12875	12936	12936	12820	12619	16647
0:10:48	30.0	13022	12863	12860	12944	12891	12696	16880
0:10:52	30.0	13012	12881	12767	12905	12948	12633	16615
0:10:56	30.0	12897	12767	12896	12887	13009	12506	16773
0:11:00	30.0	12996	12918	12771	12873	12731	12587	16668
0:11:04	30.0	12834	12708	12687	12979	12811	12452	16628
0:11:08	30.0	13054	12724	12671	12728	12920	12477	16668
0:11:12	30.0	12806	12747	12844	12952	12828	12473	16677
0:11:16	30.0	12997	12860	12804	12870	12777	12590	16698
0:11:20	30.0	12973	12951	12757	12837	12776	12369	16705
0:11:24	30.0	12968	12736	12549	12888	12820	12561	16558
0:11:28	30.0	12837	12781	12627	12821	12982	12547	16675
0:11:32	30.0	12834	12786	12692	12804	12810	12806	16530
0:11:36	30.0	12954	12683	12784	12809	12997	12675	16668
0:11:40	30.0	12899	12774	12553	12874	12736	12516	16456
0:11:44	30.0	13110	12795	12615	12724	12695	12615	16471
0:11:48	30.0	12974	12788	12560	12763	12875	12384	16525
0:11:52	30.0	12902	12655	12642	12856	12714	12464	16534
0:11:56	30.0	12812	12673	12713	12612	12622	12596	16407
0:12:00	30.0	12797	12724	12661	12772	12700	12371	16779
0:12:04	30.0	12898	12698	12518	12781	12787	12354	16499
0:12:08	30.0	12811	12684	12663	12845	12726	12396	16518
0:12:12	30.0	12823	12763	12543	12681	12654	12539	16516
