

Software Version	3.03.14



Experiment File Path:	C:\Users\Public\Documents\Experiments\Tina\20180827_GEF_FRET_assay7.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\Tina\GEF_FRET_assay.prt



Plate Number	Plate 1
Date	8/27/2018
Time	5:07:55 PM
Reader Type:	Synergy H1
Reader Serial Number:	1803011C
Reading Type	Reader

Procedure Details

Plate Type	96 WELL PLATE
Set Temperature	Setpoint 30°C
	Preheat before moving to next step
Start Kinetic	Runtime 1:23:00 (HH:MM:SS), Interval 0:00:05, 997 Reads
    Read	Fluorescence Endpoint
	C3..C11
	Filter Set 1
	    Excitation: 295,  Emission: 335
	    Optics: Top,  Gain: 80
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 8 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A													Well ID
B													Well ID
C			SPL1	SPL2	SPL3	SPL4	SPL5	SPL6	SPL7	SPL8	SPL9		Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

295,335

Time	T° 295,335	C3	C4	C5	C6	C7	C8	C9	C10	C11
0:21:05	30.0	13496	18849	23465	27182	9206	11880	15234	21444	12020
0:21:10	30.0	13568	19063	23505	27470	9197	11800	15220	21476	11938
0:21:15	30.0	13482	18842	23398	27500	9034	11926	15202	21311	11887
0:21:20	30.0	13398	18613	23835	27145	9144	12025	15272	21395	11915
0:21:25	30.0	13386	18647	23301	27150	9138	11853	15201	21231	11981
0:21:30	30.0	13593	18898	23774	27306	9095	11758	15206	21432	12111
0:21:35	30.0	13543	18720	23374	27429	9088	11836	15349	21348	11967
0:21:40	30.0	13433	18789	23465	27380	9104	11816	15339	21229	12060
0:21:45	30.0	13482	18906	23399	27189	9084	11781	15455	21442	12087
0:21:50	30.0	13482	18780	23415	27163	8983	11849	15363	21310	11960
0:21:55	30.0	13422	19016	23338	27062	9030	11765	15323	21438	12006
0:22:00	30.0	13305	18877	23674	27468	9112	11650	15366	21314	11971
0:22:05	30.0	13423	18910	23438	27389	8995	11812	15389	21383	11991
0:22:10	30.0	13386	18661	23328	27077	9010	11903	15275	21462	12063
0:22:15	30.0	13484	18704	23675	27269	9143	11852	15238	21335	12002
0:22:20	30.0	13394	18772	23983	27415	9229	11815	15436	21239	11832
0:22:25	30.0	13338	18483	23540	27144	9154	11910	15041	21243	11988
0:22:30	30.0	13479	18789	23433	27190	9141	11749	15258	21499	11958
0:22:35	30.0	13316	18926	23388	27446	8935	11812	15334	21346	12100
0:22:40	30.0	13392	18710	23178	27201	9120	11782	15214	21231	11886
0:22:45	30.0	13484	18885	23584	27060	8915	11822	15209	21338	11835
0:22:50	30.1	13351	18811	23656	27302	9065	11839	15301	21081	11977
0:22:55	30.1	13336	18818	23557	27229	8963	11755	15226	21339	12092
0:23:00	30.0	13513	19056	23383	27002	9133	11796	15281	21335	12110
0:23:05	30.1	13457	18923	23312	27245	9136	11745	15267	21382	11938
0:23:10	30.0	13532	18873	23549	27186	9117	11837	15326	21224	11926
0:23:15	30.1	13167	18901	23657	26963	9004	11851	15108	21377	11974
0:23:20	30.1	13444	18932	23433	27246	9029	11782	15174	21422	11984
0:23:25	30.1	13397	19027	23367	27272	9062	11797	15373	21307	11890
0:23:30	30.1	13408	18676	23291	27299	9123	11841	15156	21177	11864
0:23:35	30.1	13458	18959	23375	27308	9042	11650	15263	21367	11908
0:23:40	30.1	13427	19116	23451	27169	9142	11772	15248	21426	12018
0:23:45	30.0	13375	19104	23649	26981	9077	11803	15352	21250	11989
0:23:50	30.1	13492	19154	23489	27368	9082	11826	15200	21217	11951
