Protein	Label	log2FC	SE	Tvalue	DF	pvalue	adj.pvalue	issue	MissingPercentage	ImputationPercentage
YOL098C	A180T	-0.0590590931915135	0.982551259063706	-0.0601079003733526	29	0.952482018145131	0.993271906600393	NA	0.892063492063492	0.495238095238095
YOR027W	A180T	NA	NA	NA	NA	NA	NA	completeMissing	1	0
YOR136W	A180T	-0.840187552638374	1.04374165053765	-0.804976549709956	36	0.426117926155587	0.993271906600393	NA	0.728571428571429	0.678571428571429
YOR224C	A180T	-0.991315840573402	0.433073309600602	-2.28902548043802	32	0.0288230710401418	0.528851299899858	NA	0.795918367346939	0.510204081632653
YOR230W	A180T	-1.27283835002728	1.41137027606577	-0.901845795970246	20	0.377871813426998	0.993271906600393	NA	0.942857142857143	0.285714285714286
YOR375C	A180T	-0.562499207456418	0.58043445411685	-0.969100306618218	35	0.339144746957992	0.993271906600393	NA	0.831168831168831	0.785714285714286
YPL051W	A180T	NA	NA	NA	NA	NA	NA	completeMissing	1	0
YPL070W	A180T	0.496161575879739	0.542516540528808	0.914555665705813	12	0.378435400068255	0.993271906600393	NA	0.80952380952381	0.19047619047619
YPL235W	A180T	0.084517707492447	0.468531891103874	0.18038837717817	36	0.857859328362911	0.993271906600393	NA	0.619047619047619	0.50140056022409
YPL239W	A180T	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.914285714285714	0.0285714285714286
YPR019W	A180T	-0.170724218664657	0.661422131247682	-0.258116882697301	25	0.798429754132285	0.993271906600393	NA	0.931972789115646	0.693877551020408
YPR103W	A180T	-0.648559485589946	0.554129198251896	-1.1704120404338	20	0.255593092972918	0.993271906600393	NA	0.922077922077922	0.337662337662338
YPR128C	A180T	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.942857142857143	0.114285714285714
YAL005C	F58A	-0.859176084453776	0.646052470996053	-1.32988591952777	36	0.191920833644872	0.403843196745091	NA	0.782608695652174	0.521739130434783
YAL036C	F58A	-1.82826111292777	0.752297641250652	-2.43023640202884	30	0.0212825844813076	0.0800225176497166	NA	0.821428571428571	0.416666666666667
YBL039C	F58A	-2.37134863927085	0.642436007283549	-3.69118264291842	35	0.000754962623117583	0.00591387388108773	NA	0.73015873015873	0.641269841269841
YBL056W	F58A	-0.624626529181367	0.888381647553898	-0.703106070348523	25	0.488486218060675	0.717464132776616	NA	0.892857142857143	0.547619047619048
YBR081C	F58A	-0.348373407897891	1.07878939436195	-0.322929952517688	19	0.750275155518665	0.912648612497834	NA	0.714285714285714	0.0714285714285714
YBR117C	F58A	-0.896928705852415	1.12984061361481	-0.793854190621436	36	0.432482156807187	0.666447913768451	NA	0.285714285714286	0.285714285714286
YBR121C	F58A	-1.12060615554663	0.514207743772198	-2.1792868137806	36	0.0359343391829792	0.116476823558622	NA	0.755102040816326	0.673469387755102
YBR231C	F58A	0.888985776340914	1.92642934627529	0.461468144710185	32	0.647584420293585	0.816939145623555	NA	0.761904761904762	0.428571428571429
YCL043C	F58A	-1.38708831289453	0.438393248580954	-3.16402754235936	36	0.0031581741592861	0.0174628453513467	NA	0.758620689655172	0.689655172413793
YCL050C	F58A	-3.31943832333094	0.580561809101783	-5.71763121736618	31	2.74606779160358e-06	6.45325931026841e-05	NA	0.661654135338346	0.518796992481203
YCL054W	F58A	Inf	NA	NA	NA	NA	0	oneConditionMissing	0.976190476190476	0.0714285714285714
YDL089W	F58A	-0.510002409903804	1.37019893301208	-0.372210485365563	28	0.712538509155147	0.881297629744524	NA	0.82051282051282	0.641025641025641
YDL156W	F58A	3.14916215397731	0.643598355120298	4.89305500693624	17	0.000137139393875607	0.00184158614632958	NA	0.851190476190476	0.386904761904762
YDL164C	F58A	-0.330819284963354	0.725540528720023	-0.455962516038871	29	0.6518131481039	0.816939145623555	NA	0.92436974789916	0.680672268907563
YDR002W	F58A	1.06434944132712	0.431643884059881	2.46580452227482	36	0.0185692897746708	0.0758918799486544	NA	0.605590062111801	0.562111801242236
YDR037W	F58A	-1.91888831641916	0.671603368732322	-2.85717494246811	35	0.00714808844746218	0.0353642270558655	NA	0.661654135338346	0.518796992481203
YDR071C	F58A	-0.623377162099649	0.82044614446214	-0.759802658964675	31	0.453112366664303	0.686976813974912	NA	0.892857142857143	0.621428571428571
